,activityID,sourceLocation,latitude,longitude,halfAngle,speed,type,note
1259,2014-04-29T05:46:00-CME-001,,88.0,,27.0,310.0,S,"Extremely faint, there were other outflows too.  May not be a distinct separate CME, but part of a larger eruption & outflows."
1260,2014-04-29T17:24:00-CME-001,,17.0,-114.0,15.0,616.0,C,Eruption visible in STA EUVI images on the very edge of the west limb.  Longitude can be ~-110 because of the satellite position.
1261,2014-04-29T20:48:00-CME-001,,55.0,-60.0,14.0,289.0,S,
1262,2014-04-29T21:28:00-CME-001,,-39.0,76.0,16.0,298.0,S,
1263,2014-04-30T14:36:00-CME-001,,-39.0,85.0,16.0,375.0,S,
1264,2014-05-01T08:24:00-CME-001,,40.0,-70.0,12.0,258.0,S,
1265,2014-05-01T10:24:00-CME-001,,28.0,-93.0,11.0,332.0,S,CME associated with backsided flare seen in STA and STB EUVI images starting on 2014-05-01T09:25Z
1266,2014-05-02T05:36:00-CME-001,,1.0,-99.0,25.0,894.0,C,Dim and narrow CME; could not locate source location
1267,2014-05-02T10:12:00-CME-001,,55.0,-106.0,27.0,270.0,S,
1268,2014-05-03T03:48:00-CME-001,,,,5.0,,NONE,"Very Narrow CME, not measured"
1269,2014-05-03T06:24:00-CME-001,,11.0,51.0,25.0,576.0,C,Dimming seem in AIA 193 imager around 06:00UT
1270,2014-05-03T17:12:00-CME-001,,14.0,84.0,11.0,303.0,S,
1271,2014-05-03T20:48:00-CME-001,N10W75,12.0,65.0,36.0,630.0,C,
1272,2014-05-04T00:24:00-CME-001,,41.0,151.0,35.0,431.0,S,
1273,2014-05-04T08:48:00-CME-001,,-23.0,84.0,27.0,309.0,S,Very slow and faint
1274,2014-05-04T21:24:00-CME-001,,18.0,105.0,18.0,400.0,S,Filament eruption at the W limb in SDO 193/304 starting at ~17:00
1275,2014-05-05T00:12:00-CME-002,,-4.0,-121.0,49.0,422.0,S,"event backsided, SDO 193 shows opening of fieldlines at E limb"
1276,2014-05-05T15:36:00-CME-001,N03E89,19.0,-84.0,9.0,916.0,C,"Very faint in STEREO B, gap in STEREO A,

Karin: I do not think that AR 2055 is the source, it seems to come from the region south of AR 2055, unnumbered yet. SDO 304 shows ejecta at ~15:24"
1277,2014-05-06T09:12:00-CME-001,S13W87,-24.0,88.0,8.0,300.0,S,connected with M1.8 flare
1278,2014-05-06T18:09:00-CME-001,,5.0,108.0,47.0,460.0,S,"connected to a small C-class flare at west limb in SDO/EVE (C5.0 in EVE at 17:34, data gap in GOES), opening of off-limb fieldlines in SDO 193 at ~17:15"
1279,2014-05-06T22:17:00-CME-001,,-3.0,103.0,32.0,570.0,C,"Seems to also be from near AR2051 just behind the west limb, narrow eruption seen in AIA 193 22:00-23:00Z just behind limb. Also seen in AIA 304 as a spray off limb."
1280,2014-05-07T09:36:00-CME-001,,-15.0,98.0,21.0,320.0,S,small loops from just behind west limb in AIA 193
1281,2014-05-07T12:00:00-CME-001,,15.0,101.0,15.0,815.0,C,some loop rearrangement off west limb in AIA 193 !11:30Z
1282,2014-05-07T16:10:00-CME-001,,-40.0,,21.0,290.0,S,CME off of the SW limb in COR2B.  Looks like lots of slowly rising loops off of SE limb in AIA 193 10:00-16:00Z.
1283,2014-05-07T16:39:00-CME-001,,-6.0,122.0,41.0,1110.0,O,Seen off of west limb in AIA 193 and 304 ~16:09Z
1284,2014-05-08T03:24:00-CME-001,,6.0,130.0,46.0,800.0,C,"You could see the wide opening loops in the west limb of AIA 193 slightly earlier than CME appeared in SOHO C2, (not very clearly though, since the source was behind the limb, 2051), seen clearly in EUVI-A."
1285,2014-05-08T16:48:00-CME-001,S25W50,-30.0,-151.0,18.0,600.0,C,possibly from S25W50 in EUVI-B?
1286,2014-05-09T02:54:00-CME-001,,4.0,140.0,56.0,1176.0,O,"eruption seen in SDO at west limb (source on the far-side): 193 opening of off-limb field lines ~02:26, impressive ejecta in 304 ~03:40, EUVI B shows event at E limb, flare & eruption. Almost halo (partial halo) in STEREO A COR2. Partial halo in SOHO C2."
1287,2014-05-10T00:00:00-CME-001,,13.0,-109.0,20.0,520.0,C,can be as an eruption on the western part of STEREO B EUVI195 around 2014-05-09T22:35Z.
1288,2014-05-10T04:36:00-CME-001,,5.0,142.0,64.0,1100.0,O,Almost a full halo in STA. Measurements re-done on 2014-05-12. CME is likely associated with IPS to STA on 2014-05-12T08:30Z.
1289,2014-05-10T06:24:00-CME-001,,-21.0,171.0,23.0,750.0,C,can be seen in central part of STEREO A EUVI 195 as a filament eruption around 2014-05-10T05:35Z.
1290,2014-05-10T10:24:00-CME-001,,25.0,64.0,22.0,457.0,S,CME leading edge was faint and hard to measure.
1291,2014-05-10T21:12:00-CME-001,,38.0,-75.0,38.0,207.0,S,"filament eruption in SDO 193/304 ~23:40, slow rise of CME in C2 much earlier - either connected to the slow rise phase of fil. eruption (not visible in SDO 193) or different eruption (far-sided?) at same position in POS"
1292,2014-05-10T23:12:00-CME-001,,45.0,-88.0,30.0,405.0,S,"The first CME, 2014-05-10T23:12Z, occurred late last night and into the morning. It can be seen as a filament eruption in the northeast portion of SDO AIA193 around 2014-05-10T23:42Z."
1293,2014-05-11T06:48:00-CME-001,,-30.0,-90.0,21.0,892.0,C,
1294,2014-05-11T11:24:00-CME-001,,-67.0,-131.0,17.0,443.0,S,
1295,2014-05-11T21:48:00-CME-001,,63.0,-75.0,10.0,421.0,S,CME is very faint and difficult to measure.  The source location was also not found.
1296,2014-05-11T23:12:00-CME-001,,-26.0,-20.0,10.0,390.0,S,"Filament eruption from AR 2060 going south starting around 2014-05-11T17:21Z.  CME is faint and difficult to measure.  Measurements were done by assuming a CME longitude of -30 degreess.  Very faint, no need for simulation."
1297,2014-05-12T12:18:00-CME-001,,-65.0,-39.0,32.0,751.0,C,CME requested by AFWA.  It corresponds to a big eruption from AR 2060 around 2014-05-12T10:27Z.
1298,2014-05-12T12:24:00-CME-001,,65.0,-156.0,20.0,280.0,S,"CME has a very high northern latitude. Source unknown, could be, filament eruption from just north of active regions 2057 and 2055 at around ~10:30Z in AIA 304, but triangulation gives lon -156 deg."
1299,2014-05-12T17:24:00-CME-001,,27.0,142.0,20.0,300.0,S,"eruption visible in EUVIA and B after ~1530Z, about 15 deg of east of disk center in EUVIA."
1300,2014-05-14T05:24:00-CME-001,,60.0,160.0,45.0,460.0,S,
1301,2014-05-14T08:12:00-CME-001,,1.0,-56.0,20.0,525.0,C,
1302,2014-05-14T19:54:00-CME-001,,-7.0,-111.0,27.0,410.0,S,"EUVI A shows opening of field lines off E limb, SDO 193 at W limb,EUVI B shows small filament eruption close to SW limb starting ~18:35"
1303,2014-05-14T23:12:00-CME-001,,64.0,143.0,14.0,361.0,S,
1304,2014-05-15T04:24:00-CME-001,,5.0,-70.0,33.0,333.0,S,"CME could be associated with eruption at the center of disk around 02:56Z.  However, if it is, it has been very deflected.  This CME was very slow and faint (very difficult to measure)."
1305,2014-05-15T20:48:00-CME-001,,-34.0,-96.0,34.0,610.0,C,"large filament eruption seen in EUVI B near SW limb starting ~20:15, SDO 193 opening of off-limb field lines ~20:25"
1306,2014-05-16T04:38:00-CME-001,,3.0,87.0,14.0,630.0,C,
1307,2014-05-16T15:24:00-CME-001,,20.0,150.0,20.0,285.0,S,looks like almost full halo (twrds north) in STEREO A
1308,2014-05-17T01:36:00-CME-001,,49.0,-177.0,36.0,601.0,C,
1309,2014-05-17T09:12:00-CME-001,,39.0,-78.0,22.0,291.0,S,
1310,2014-05-19T00:00:00-CME-001,,32.0,-176.0,14.0,370.0,S,Very faint CME
1311,2014-05-19T08:48:00-CME-001,,40.0,-17.0,22.0,323.0,S,CME associated with filament eruption on 06:27Z seen in SDO AIA 193 near AR 2063
1312,2014-05-19T12:00:00-CME-001,,6.0,93.0,13.0,310.0,S,Very narrow sprayer
1313,2014-05-19T23:24:00-CME-001,S10E80,-1.0,-78.0,22.0,220.0,S,Eruption visible near East limb in AIA 193 images starting around 22:00 UT.
1314,2014-05-20T05:48:00-CME-001,,25.0,34.0,18.0,400.0,S,"CME is very faint, may be associated with activity (possible filament eruption & dimming) observed from 04:00-07:00 from AR 2066 located S15W55."
1315,2014-05-20T15:24:00-CME-001,S15W65,-18.0,70.0,40.0,460.0,S,"Probable source region was eruption/dimming observed in AIA images starting around 13:00.   CME was faint, only visible in STEREO-B (used vcme_cone reprojection).

near AR2066.

CME also has a high latitude component, or this might be a separate CME."
1316,2014-05-21T02:12:00-CME-001,S12E57,-17.0,-65.0,30.0,503.0,C,"eruption visible in AIA 193Å ~01:19Z from AR2071, rising loops."
1317,2014-05-22T09:12:00-CME-001,,43.0,-63.0,10.0,244.0,S,CME was very faint and difficult to measure
1318,2014-05-22T15:48:00-CME-001,,48.0,71.0,15.0,504.0,C,"filament eruption, SDO 193/304 at NW limb, source location ~60/30 (lon/lat), starting ~10:00 (lift off ~14:00)"
1319,2014-05-23T07:12:00-CME-001,,-18.0,-72.0,16.0,537.0,C,Source location as seen in EUVI B seems to have much higher southern latitude. The CME must have been diverted northwardly by an extensive coronal hole seen to the south.
1320,2014-05-24T22:54:00-CME-001,,30.0,-110.0,23.0,395.0,S,"eruption in EUVI B starting ~20:00 near NW limb, off-limb corona opening in SDO 193 (~20:30) part of eruption visible at NE limb"
1321,2014-05-25T02:36:00-CME-001,,27.0,7.0,28.0,492.0,S,The CME could not be found in imagery to be able to confirm location.
1322,2014-05-25T10:12:00-CME-001,S40W50,-42.0,28.0,47.0,300.0,S,
1323,2014-05-25T22:24:00-CME-001,,-20.0,108.0,19.0,362.0,S,
1324,2014-05-26T01:48:00-CME-001,,-6.0,89.0,20.0,350.0,S,
1325,2014-05-26T17:54:00-CME-001,,27.0,-103.0,29.0,338.0,S,
1326,2014-05-26T22:00:00-CME-001,,-21.0,111.0,23.0,837.0,C,CME can be seen as rising loops in SDO AIA 193 around 2014-05-26T21:26Z. This CME seems to occur within the active region 12065 where lots of C-class flaring has occurred (there are many active regions beside 12065 in that area).
1327,2014-05-27T15:09:00-CME-001,N25E135,20.0,-133.0,20.0,350.0,S,"Eruption seen off-limb in SDO AIA images at 14:30Z.  Also seen in STEREO-B EUVI at same time, from an active region NW of disk center.  Analysis was done with SWPC_Cat"
1328,2014-05-28T07:00:00-CME-001,,34.0,-92.0,24.0,285.0,S,eruption just beyond NE limb?  some brightening seen in EUVI A (near NW limb) and B (near NW of disk).
1329,2014-05-28T13:25:00-CME-001,,30.0,-93.0,27.0,300.0,S,visible in EUVIA and B near W and NW limb.
1330,2014-05-28T21:24:00-CME-001,,-41.0,44.0,18.0,631.0,C,filament eruption starting ~16:00 at the SW limb in SDO 193
1331,2014-05-28T21:48:00-CME-001,,42.0,87.0,20.0,409.0,S,filament eruption from NW limb starting ~18:00 (SDO 193)
1332,2014-05-29T00:00:00-CME-001,,19.0,-90.0,37.0,340.0,S,"very slow eruption, in C2 to the NE"
1333,2014-05-29T01:36:00-CME-001,,78.0,,15.0,149.0,S,POS measurements only using STA.  CME is not visible in STB and there is a data gap for SOHO.
1334,2014-05-29T09:12:00-CME-001,,25.0,-87.0,32.0,598.0,C,Opening of field lines seen behind the East limb in AIA 193 around 2014-05-29T09:00
1335,2014-05-29T09:24:00-CME-001,,-14.0,71.0,9.0,292.0,S,
1337,2014-06-01T02:00:00-CME-001,N11E78,14.0,-51.0,23.0,244.0,S,Appears to be associated with the C2.7 flare starting at 2014-06-01T01:27Z
1338,2014-06-02T07:36:00-CME-001,,-29.0,-165.0,60.0,260.0,S,CME is a asymmetric halo from an eruption see in STA EUVI 06:45Z
1339,2014-06-02T09:12:00-CME-001,,11.0,108.0,67.0,592.0,C,Eruption seen in STA EUVI around 06:25Z.  Region is very active!
1340,2014-06-03T02:12:00-CME-001,N54E154,58.0,154.0,20.0,242.0,S,
1341,2014-06-03T04:31:00-CME-001,,-54.0,-116.0,35.0,361.0,S,Corresponding source region darkening can be seen in EUVI B. There is an opening of field lines in AIA 193.
1342,2014-06-03T21:39:00-CME-001,,-51.0,-109.0,20.0,240.0,S,
1343,2014-06-04T13:25:00-CME-001,S25E30,-45.0,-41.0,43.0,572.0,C,"CME associated with a huge filament eruption between AR2080 and AR2079, starting before 2014-06-04T13:00. Partial halo in C2 so Earth impact possible."
1344,2014-06-05T09:54:00-CME-001,,-42.0,-129.0,48.0,377.0,S,CME associated with a small filament eruption seen on the SW of STA EUVI.  CME was faint and difficult to measure.
1345,2014-06-05T15:12:00-CME-001,,-14.0,115.0,39.0,794.0,C,CME associated with a back-sided filament eruption and possible flare seen at STA EUVI starting around 14:45Z.
1346,2014-06-06T12:54:00-CME-001,,-3.0,-154.0,70.0,830.0,C,"Source location of the Active Region seen in EUVI B (lon/lat) approx. -144; -20. There was an associated flare. Event is a full halo in STEREO B COR2 and asymmetrical halo in C3. Very wide event, with proton fluxes somewhat increasing at STEREO A, B and even at Earth (but below thresholds)."
1347,2014-06-06T23:24:00-CME-001,,20.0,-115.0,40.0,600.0,C,
1348,2014-06-07T07:48:00-CME-001,,-1.0,73.0,40.0,340.0,S,"CME associated with a prominence eruption 
near the west limb of the solar disk seen in AIA 304 around 6 UT, with post-eruption loops seen in EUVI A after a data gap."
1349,2014-06-08T03:12:00-CME-001,,-12.0,157.0,23.0,450.0,S,Asymmetrical halo in SOHO. Measured using only STB. Activity in STB 193 imagery starting at 2014-05-08T02:25Z
1350,2014-06-08T16:36:00-CME-001,,40.0,-50.0,47.0,410.0,S,
1351,2014-06-08T16:48:00-CME-001,,8.0,87.0,15.0,700.0,C,
1352,2014-06-09T00:00:00-CME-001,,3.0,-73.0,30.0,857.0,C,CME associated with filament eruption seen in SDO AIA 193 around 2016-06-08T23:48Z on the East limb.
1353,2014-06-09T01:25:00-CME-001,,-31.0,43.0,13.0,528.0,C,CME associated with eruptions from activity near ARs 2080 and 2085.
1354,2014-06-09T17:24:00-CME-001,,-16.0,-116.0,13.0,535.0,C,
1355,2014-06-10T12:24:00-CME-001,,-6.0,-89.0,40.0,630.0,C,"The CME is first detected after 2014-06-10T12:35Z in EUVI B on the west limb and AIA on the east rim, as the opening of field lines. It is dim and narrow in all coronagraphs (somewhat brighter in STEREO A COR2). 
It can be seen in coronagraphs how it gets overtaken by the next, brighter CME."
1356,2014-06-10T13:09:00-CME-001,,-10.0,-86.0,64.0,1000.0,O,The signature of this wide and bright CME is seen in AIA 193 after 2014-06-10T13:00Z - opening and restructuring of field lines over a vast portion of the East limb. In EUVI B the restructuring of field lines is also seen over a large area on the west-south-west limb.
1357,2014-06-11T00:12:00-CME-001,,-5.0,-70.0,15.0,700.0,C,"Brightening and dimming seen in NE on SDO 193 roughly around N20E40 as well as in SE by AR12087
Very faint and narrow CME, but somewhat quick."
1358,2014-06-11T10:39:00-CME-001,,41.0,-56.0,22.0,376.0,S,Filament eruption
1359,2014-06-11T18:24:00-CME-001,,-32.0,-65.0,20.0,292.0,S,Rather faint and narrow CME
1360,2014-06-11T21:24:00-CME-001,,-31.0,-65.0,19.0,273.0,S,
1361,2014-06-12T13:36:00-CME-001,,-31.0,68.0,14.0,370.0,S,faint CME
1362,2014-06-12T18:39:00-CME-001,S18W58,-51.0,40.0,12.0,285.0,S,"small, slow, narrow CME coming from AR
12085"
1363,2014-06-12T18:54:00-CME-001,,13.0,-113.0,34.0,236.0,S,
1364,2014-06-12T22:12:00-CME-001,S18W58,-37.0,56.0,61.0,603.0,C,"second eruption in a short time from AR 12085, much larger and faster.
Affected wide region and opening field lines are seen in AIA 193 after 22:14."
1365,2014-06-14T19:24:00-CME-001,,47.0,-5.0,33.0,548.0,C,The source region could not be detected.
1366,2014-06-14T19:48:00-CME-001,,-18.0,-93.0,22.0,870.0,C,"source location at SE limb, connected to M1.4 flare"
1367,2014-06-15T08:24:00-CME-001,,17.0,104.0,20.0,372.0,S,
1368,2014-06-15T13:00:00-CME-001,,-55.0,85.0,34.0,900.0,C,The source signature of this CME could be seen off of the southwest limb in SDO.
1369,2014-06-15T15:24:00-CME-001,,-8.0,-73.0,25.0,600.0,C,
1370,2014-06-16T02:09:00-CME-001,,-45.0,130.0,23.0,800.0,C,connected to C-class flare that partially obscured
1371,2014-06-16T10:24:00-CME-001,,62.0,19.0,18.0,549.0,C,High latitude CME. Eruption can be seen in SDO AIA 193 around 2014-06-16T10:00Z.
1372,2014-06-16T12:24:00-CME-001,,-23.0,-92.0,20.0,654.0,C,"Faint CME, measured using plane of sky calculations with an approximate longitude of -85 degrees."
1373,2014-06-16T23:48:00-CME-01,,-53.0,108.0,5.0,465.0,S,
1374,2014-06-17T09:12:00-CME-001,S15W125,-55.0,105.0,35.0,1000.0,O,Observed eruption in EUVI-A and EUVI-B.  Analysis performed using SWPC_Cat and STEREO_Cat.
1375,2014-06-18T06:48:00-CME-001,S19E49,-10.0,-48.0,23.0,676.0,C,"Very faint CME off of the East limb. Used POS measurement to calculate a more accurate 3D speed.
The source region was identified as S19E49."
1376,2014-06-18T07:09:00-CME-001,,66.0,8.0,16.0,288.0,S,"Extremely faint, very high latitude. Only on STEREO A and SOHO C3."
1377,2014-06-18T07:48:00-CME-001,,-32.0,114.0,20.0,566.0,C,"Bright CME is located to the Southwest limb seen in LASCO C2 and C3.  The source region was difficult to be identified. However, there was some eruption/dimming visible in STA's EUVI image (around 120 longitude).  Even though this activity was located a little north to the CME measured latitude, it may be the source region for this CME."
1378,2014-06-19T19:24:00-CME-001,N00E18,2.0,-19.0,47.0,530.0,C,"Leila: VERY COOL filament eruption, seems to ""spiralling"" outwards in three parts (15:00-20:00Z).  Partial halo in C2 and C3 skewed towards NE, POS speed along NE PA ~350-500 km/s.  Full halo in COR2A. Dimming location in AIA 193 ~N00E18 (just north of AR2093 located at S10E25). Update Karin: the eruption seems to trigger another filament to erupt, located north of the first one, seen to lift off in SDO 304 ~20:40 at ~N30E20"
1379,2014-06-20T09:54:00-CME-001,,39.0,-91.0,25.0,400.0,S,Filament eruption at East limb in SDO 193 at around 2014-06-20T10:55Z.
1380,2014-06-20T12:24:00-CME-001,S10E15,-16.0,-29.0,35.0,250.0,S,Eruption is a partial halo - difficult to measure because very faint.  Analysis was done with SWPC_Cat.  Source was a flare with faint dimmings around 11:00 UT.
1381,2014-06-21T05:36:00-CME-001,N25W0,30.0,7.0,34.0,420.0,S,"Erupting filament, plus some dimmings observed in SDO AIA images beginning around 04:00Z.  CME looked high latitude but SWPC_Cat analysis put it only at 30 degrees north latitude.
Comment Karin: eruption in 304 shows strong sprialing motions similar to the eruption 2 days ago,
2014-06-19T19:24:00-CME-001, which was located south of the current eruption"
1382,2014-06-21T11:48:00-CME-001,,37.0,-152.0,13.0,150.0,S,Narrow CME along a streamer.
1383,2014-06-22T01:54:00-CME-001,,-2.0,-97.0,20.0,440.0,S,The CME can be seen as an eruption in SDO AIA 193 around 2014-06-22T00:33Z on the eastern limb.
1384,2014-06-23T14:54:00-CME-001,S10E5,20.0,5.0,27.0,310.0,S,"Very slow, can only be seen in STA. These measurements are based off of POS, waiting for rest of coronagraphs to backfill. The 21.5 Time is an estimate."
1385,2014-06-24T06:12:00-CME-001,S50E170,-45.0,-170.0,35.0,635.0,C,Source is a filament eruption located at S20E180 visible in STEREO-A & B EUVI. Eruption started at 04:35UT.  Analysis done with both STEREO-Cat and SWPC_Cat give similar results.
1386,2014-06-24T23:28:00-CME-001,,52.0,55.0,20.0,246.0,S,The CME is very slow with a high Northern latitude. No associated SEP events. The CME is not expected to impact Earth. Space weather impact will be minimal
1387,2014-06-25T12:54:00-CME-001,,26.0,-7.0,35.0,462.0,S,"CME was only able to be measured in STB, and even then was very faint and the leading edge was hard to determine

DK: Source region seen in AIA 193. Large filament like eruption stretching from disk center towards NE limb starting around 2014-06-25T08:45Z."
1388,2014-06-26T01:25:00-CME-001,,38.0,142.0,27.0,444.0,S,Unable to identify source location.
1389,2014-06-26T22:00:00-CME-001,,52.0,-91.0,30.0,410.0,S,"eruption seen in STB, AR near NW limb"
1390,2014-06-27T06:12:00-CME-001,,33.0,119.0,48.0,813.0,C,Very fast moving. Not Earth directed.
1391,2014-06-29T12:39:00-CME-001,,-10.0,-138.0,30.0,750.0,C,CME was a partial halo in STB and there wasn't enough imagery in SOHO for a measurement. Parameters based off of POS speeds in STA and source region associated with rising loops seen in STB 195.
1392,2014-06-30T07:12:00-CME-001,,-15.0,-56.0,23.0,675.0,C,Very faint. A small chance to impact Earth as a glancing blow possible.  Source can be seen on SDO 193 around N10E20.
1393,2014-06-30T17:54:00-CME-001,,-4.0,-83.0,35.0,450.0,S,"Eruption was visible in EUVI-B images starting at 16:45Z, active region SW of disk center, possible connection to AR in the NW as well."
1394,2014-06-30T18:48:00-CME-001,,6.0,82.0,19.0,437.0,S,"Eruption was visible in AIA images in SW, starting around 17:30 UT."
1395,2014-07-01T07:12:00-CME-001,,28.0,-146.0,30.0,264.0,S,Can be seen in AIA 193 and 304 at 6:27 to be coming from behind the east limb
1396,2014-07-01T12:39:00-CME-001,N15E60,43.0,-14.0,38.0,615.0,C,"M-flare, expanding loops & dimming observed in AIA images starting around 09:55. DK: Once SOHO data backfilled, measurements were made using SWPC_Cat (Barbara's parameters are used as the final true set).  This suggested that the CME was more centrally located but with a more northern latitude than the source region."
1397,2014-07-01T22:36:00-CME-001,N20W45,35.0,-121.0,20.0,300.0,S,"Very faint and only seen in C2 thus far; Appears slow as well.  pretty much becomes invisible after it is first seen. Source location appears to be N21W45 in STEREO B EUVI around 22:55 UT. Very high Northern latitude, not expected to be very geoeffective."
1398,2014-07-02T00:12:00-CME-001,,-21.0,-113.0,22.0,600.0,C,Source location seen in STB EUVI at S20W50 on 2014-07-01T23:35Z. Can be seen in all spacecraft now.
1399,2014-07-02T14:24:00-CME-001,,-17.0,-55.0,25.0,440.0,S,"seen in the SW in COR2A and B, remeasure when SOHO data becomes available.
Sandro remeasured it, but another measurement,  by the third party, would be useful to launch a run."
1400,2014-07-03T03:36:00-CME-001,,22.0,,7.0,265.0,S,CME very small and faint.  Only POS measurements done using STA.  Could be associated to a few very small filament eruptions (puffs).
1401,2014-07-03T04:00:00-CME-001,,-34.0,-99.0,15.0,1315.0,O,"Source Location seen in STB EUVI at 2014-07-03T03:45Z, S20W70."
1403,2014-07-06T05:12:00-CME-001,,77.0,-116.0,22.0,407.0,S,Extremely slow moving CME with a very high Northern latitude. The source can be seen in SDO around N35E10 due to a filament eruption.
1404,2014-07-06T20:24:00-CME-001,,45.0,,20.0,201.0,S,CME is very faint and difficult to measure.  Only POS measurements were done.
1405,2014-07-06T23:48:00-CME-001,N30E10,86.0,-96.0,27.0,395.0,S,
1406,2014-07-07T01:36:00-CME-001,,42.0,,9.0,365.0,S,CME was difficult to see in any other spacecraft imager.  Only POS measurements available.  Source was not easy to identify.
1407,2014-07-08T09:48:00-CME-001,N10E60,27.0,-90.0,24.0,270.0,S,"CME had unusual structure and was only observed in LASCO data.  The longitude was assumed to be E90, because there were two things in the EUV imagery that looked like eruptions at the same time:  a C4.0 flare from AR 2113 in the NE (N10E60), and also a flare/dimming seen in EUVI-B coming from an active region located at S10E120 (from the standpoint of Earth).  STEREO-A is not available and the CME was not visible in STEREO-B COR2."
1408,2014-07-08T16:54:00-CME-001,N12E56,34.0,-67.0,49.0,725.0,C,"Clear eruption with dimming, prominence material, wave and M6.5 flare.  This is preliminary measurement based on COR2-B - LASCO not yet available.

DK: Eruption looks really nice in SDO 304!"
1409,2014-07-09T21:24:00-CME-001,,31.0,-51.0,58.0,662.0,C,"The source region we believe is between the two active regions, AR 2113 and AR 2111. There is a 3 hour data gap so we aren't positive."
1410,2014-07-10T07:24:00-CME-001,,-6.0,116.0,54.0,1015.0,O,Fast CME and bright! Opening of magnetic field lines off East limb in STB. Source location can be seen erupting from behind West limb in SDO.
1411,2014-07-10T15:39:00-CME-001,,45.0,,35.0,260.0,S,"source location can not be determined, both SDO and EUVI B show signatures at the limb - POS speed should be close to 3d speed"
1412,2014-07-10T23:12:00-CME-001,N09E26,51.0,-63.0,16.0,266.0,S,connected to C7.4 flare with peak at 21:13
1413,2014-07-11T09:24:00-CME-001,,42.0,82.0,20.0,815.0,C,"Source location can be seen in SDO 193, 304, and 131 off of the West limb. The CME appears faint in STB. It was measured using POS measurements."
1414,2014-07-11T11:24:00-CME-001,,-19.0,13.0,14.0,600.0,C,"The source location seems to be about S20W25 and can be seen in SDO 193. The CME is extremely faint, making it hard to measure. StereoCat measurements yielded a speed that seemed to be too high, so we estimated the speed to be around 600 km/s. The CME could potentially be geoeffective due to the discrepancy in the source locations."
1415,2014-07-13T18:48:00-CME-001,,59.0,-98.0,18.0,207.0,S,"High latitude, does not seem like it will affect anything."
1417,2014-07-18T04:49:00-CME-001,,13.0,-97.0,13.0,337.0,S,
1418,2014-07-19T00:24:00-CME-001,,-21.0,125.0,24.0,675.0,C,
1419,2014-07-19T07:48:00-CME-001,,53.0,91.0,19.0,396.0,S,Slow and high latitude
1420,2014-07-20T03:24:00-CME-001,,12.0,-81.0,39.0,470.0,S,CME can be seen by the eastern limb in SDO.
1421,2014-07-21T05:12:00-CME-001,,52.0,-25.0,27.0,240.0,S,Filament eruption beginning at 2014-07-20T23:10 in SDO 193
1422,2014-07-22T04:36:00-CME-001,N25W0,27.0,2.0,25.0,300.0,S,"Gradual filament eruption observed in SDO images, lasting several hours, starting around 2014-07-21T23:30Z.  An equatorial coronal hole and some structure to the south of this eruption may mean that it is deflected even more northward, so expect at most a glancing blow at Earth."
1423,2014-07-22T09:48:00-CME-001,N05W120,0.0,113.0,12.0,370.0,S,Signs of a possible CME from an active region observed in EUVI images located around S05W120 at around 09:30UT.
1424,2014-07-22T18:39:00-CME-001,N35W100,41.0,92.0,43.0,476.0,S,"Rising loops and prominence eruption, starting around 17:00, flare loops start to become visible from behind the limb in SDO at around 18:00. Also visible  EUVIA after a data gap between 21:45 and 03:05Z, and opening of loops off E limb in EUVIB."
1426,2014-07-24T01:25:00-CME-001,,-56.0,-123.0,29.0,564.0,C,Large filament-like eruption seen in STB EUVI starting around 2014-07-23T23:30UT slightly southern in latitude and stretching wide across center.
1427,2014-07-24T09:24:00-CME-001,,32.0,143.0,18.0,560.0,C,Very faint and thin. Source is not clear.
1429,2014-07-24T20:54:00-CME-001,,7.0,-152.0,39.0,283.0,S,"Not enough overlapping imagery available (1 image only), but from an earlier image, approximately interpolating we can infer the following (VERY ROUGH) CME parameters"
1430,2014-07-26T00:54:00-CME-001,,31.0,-180.0,35.0,360.0,S,
1431,2014-07-26T15:54:00-CME-001,,-15.0,110.0,33.0,450.0,S,"filament eruption seen in EUVI A, post-eruptive loops visible, source between 2 ARs, ~S30W120, NE of a southern CH - seem to push CME to the NE."
1432,2014-07-28T14:19:00-CME-001,S21E65,-39.0,-69.0,12.0,662.0,C,Associated with a C-class flare.
1433,2014-07-29T08:00:00-CME-001,,48.0,36.0,16.0,195.0,S,"Small Ejection coming from streamer region.  Has a clear 'loop' structure in coronagraph, but it was very slow to develop - very faint at first.    Source location unknown."
1434,2014-07-30T01:25:00-CME-001,N15E80,49.0,-96.0,19.0,510.0,C,"Eruption in STEREO-B EUVI seen near NW limb starting at 00:35UT.  Eruption seen in AIA near E limb, small prominence eruption then flare loops.  CME was very asymmetric and non-radial shaped, was tough to fit."
1435,2014-07-30T07:00:00-CME-001,N15E35,49.0,0.0,43.0,620.0,C,"Filament eruption starting at 04:20UT in AIA images, located N15E35."
1436,2014-07-30T10:36:00-CME-001,N20E120,35.0,-131.0,39.0,425.0,S,"CME is visible in STEREO-B EUVI images NW of disk center, starting around 10:00 UT."
1437,2014-07-30T13:54:00-CME-001,,35.0,-125.0,40.0,450.0,S,"visible off of NE limb in C2, off of NW limb in COR2A and B"
